Unnamed: 0,Gender,EthnicGroup,ParentEduc,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,Average Score
242,1,2,6,1,married,1,0,Few,5 - 10,0.0056
243,0,1,4,1,married,1,1,Few,< 5,0.0048333333333333
244,1,4,5,1,married,1,1,,5 - 10,0.0063
245,1,4,5,0,married,0,1,Few,< 5,0.0054666666666666
246,1,3,4,1,married,2,1,Moderate,< 5,0.0062666666666666
248,1,4,4,0,single,1,1,Moderate,< 5,0.0098
249,0,4,0,1,married,2,1,Moderate,5 - 10,0.0066333333333333
250,1,3,0,1,single,2,1,Few,< 5,0.0063333333333333
251,0,5,4,1,single,2,1,,> 10,0.0045
252,0,2,1,1,single,2,1,,5 - 10,0.0052666666666666
253,0,2,2,0,married,2,0,Few,< 5,0.0050666666666666
254,1,0,3,1,married,2,1,Few,> 10,0.0065666666666666
255,1,3,6,1,,3,0,Moderate,5 - 10,0.0063
256,0,2,0,1,married,1,0,Few,5 - 10,0.006
257,0,4,0,1,married,0,0,Few,> 10,0.0072
258,0,2,4,1,married,0,1,Moderate,5 - 10,0.0081
259,1,4,0,1,divorced,2,1,Few,> 10,0.0083666666666666
260,0,3,4,0,married,2,1,Few,5 - 10,0.0085
261,0,4,2,1,divorced,2,1,Moderate,< 5,0.0083
262,1,2,5,1,married,2,0,Moderate,< 5,0.0063333333333333
263,0,1,0,2,,2,1,Moderate,5 - 10,0.0089333333333333
264,0,2,2,1,married,2,1,Few,> 10,0.0052
265,0,3,5,0,married,2,0,Few,< 5,0.0073666666666666
266,0,3,3,0,married,3,1,Moderate,5 - 10,0.0094
267,0,3,4,0,single,2,1,Few,< 5,0.0086
268,0,3,3,1,widowed,2,1,,5 - 10,0.0072666666666666
269,1,2,1,0,single,2,1,Moderate,5 - 10,0.0084333333333333
270,0,2,4,2,divorced,1,1,Few,< 5,0.0040666666666666
271,1,2,4,0,married,1,1,Few,> 10,0.0087999999999999
272,1,4,3,0,single,0,1,Few,5 - 10,0.0073333333333333
273,1,0,3,1,married,2,1,Moderate,5 - 10,0.0084333333333333
275,1,3,5,0,divorced,2,1,Moderate,5 - 10,0.0076333333333333
276,1,2,4,0,single,2,1,Few,5 - 10,0.0024333333333333
277,0,0,3,1,divorced,0,1,Moderate,> 10,0.0087666666666666
278,0,3,4,0,single,1,0,Few,< 5,0.0068
279,0,0,2,1,married,2,0,Moderate,> 10,0.0068333333333333
280,1,2,6,0,single,1,1,Few,5 - 10,0.0074666666666666
281,0,1,4,1,,0,1,Many,< 5,0.0056
282,0,3,4,1,single,1,0,Moderate,< 5,0.0087666666666666
283,1,1,1,1,married,2,0,Few,5 - 10,0.0071333333333333
284,0,2,5,1,married,2,1,,5 - 10,0.0076333333333333
285,0,4,2,1,divorced,1,1,Few,< 5,0.0084666666666666
286,1,2,5,1,married,2,1,,< 5,0.0053666666666666
287,1,4,0,1,single,2,1,Few,5 - 10,0.0050999999999999
288,1,3,1,0,married,2,1,Few,< 5,0.0086
289,1,0,4,1,married,2,0,Few,5 - 10,0.0059
290,0,1,2,1,married,1,1,Few,5 - 10,0.0081666666666666
291,1,3,2,1,married,2,0,Moderate,> 10,0.0073666666666666
292,0,2,0,1,married,2,0,Few,< 5,0.0059
293,1,3,4,0,single,2,1,Moderate,> 10,0.0063666666666666
294,1,2,5,0,single,0,0,Moderate,< 5,0.0075333333333333
295,0,3,2,0,married,2,0,Few,< 5,0.0073999999999999
296,0,2,3,2,divorced,2,0,Few,5 - 10,0.0091333333333333
297,1,4,1,1,widowed,2,0,Moderate,5 - 10,0.0064
298,1,4,4,0,single,2,1,,5 - 10,0.0084333333333333
299,1,3,5,1,divorced,1,1,,< 5,0.0059666666666666
300,1,3,4,1,single,1,1,Few,5 - 10,0.0057
301,1,2,0,2,single,1,1,Moderate,5 - 10,0.0055666666666666
302,0,2,3,1,single,2,1,Few,< 5,0.0063333333333333
303,1,3,5,1,,2,0,Few,> 10,0.0062666666666666
304,1,2,5,1,,2,1,Few,5 - 10,0.0075333333333333
305,0,2,6,0,married,2,1,Few,5 - 10,0.0066
306,0,4,1,0,married,1,0,Few,5 - 10,0.0064
307,1,1,4,1,single,1,1,,< 5,0.0028
308,0,0,6,1,divorced,1,0,Moderate,5 - 10,0.006
309,1,0,2,1,married,2,0,Few,5 - 10,0.0076
310,1,2,1,1,married,2,1,Few,5 - 10,0.0048666666666666
311,1,1,2,0,single,2,2,,> 10,0.0055666666666666
312,1,3,0,1,married,2,0,Few,5 - 10,0.0069333333333333
313,1,2,5,0,married,2,0,Few,5 - 10,0.0052
314,0,5,4,1,married,2,0,Few,5 - 10,0.0056666666666666
316,1,2,4,1,married,0,1,Few,> 10,0.007
317,1,4,3,0,single,0,1,,5 - 10,0.0075
318,1,5,6,1,married,1,0,Moderate,> 10,0.0056
319,1,2,4,1,married,2,0,Few,5 - 10,0.0075666666666666
320,0,3,5,1,divorced,2,1,Few,< 5,0.0079
321,0,2,6,0,single,1,1,Few,> 10,0.0085333333333333
322,1,1,2,1,married,2,0,Moderate,5 - 10,0.0072999999999999
323,0,4,0,0,divorced,0,1,Moderate,5 - 10,0.0076
324,0,2,1,1,married,1,1,Moderate,< 5,0.0049
325,1,3,0,1,divorced,1,1,Few,5 - 10,0.0061666666666666
328,0,2,5,1,divorced,2,1,,5 - 10,0.0079333333333333
329,0,4,4,0,,0,1,Few,< 5,0.0089
330,1,3,0,1,divorced,2,0,Moderate,5 - 10,0.0041
331,1,2,0,0,married,1,1,,< 5,0.0078333333333333
332,0,3,4,1,single,2,1,,5 - 10,0.0072333333333333
333,0,2,3,1,married,1,1,Moderate,< 5,0.0065
334,0,1,2,1,married,2,0,Few,5 - 10,0.0072333333333333
335,1,5,5,1,single,1,1,,< 5,0.0076666666666666
337,0,1,4,1,married,2,1,Moderate,< 5,0.0070333333333333
338,1,3,3,1,married,2,1,Moderate,< 5,0.0068
339,0,0,0,0,married,2,1,Moderate,< 5,0.0077333333333333
340,0,3,0,1,,2,1,,5 - 10,0.0053333333333333
342,1,1,5,1,married,0,1,Few,5 - 10,0.0067666666666666
343,1,2,3,1,,2,0,Moderate,5 - 10,0.0063333333333333
344,0,0,4,1,married,1,1,Few,5 - 10,0.0073999999999999
345,0,2,5,0,,2,1,,> 10,0.0063
346,1,2,4,2,married,2,1,,> 10,0.0066666666666666
347,0,2,1,1,single,1,0,Few,5 - 10,0.0055666666666666
348,0,1,4,0,divorced,3,1,Few,5 - 10,0.0096666666666666
349,0,2,5,1,widowed,3,0,Few,< 5,0.0064666666666666
350,1,3,4,0,married,2,0,Few,5 - 10,0.0060666666666666
351,1,3,0,1,married,2,1,Moderate,5 - 10,0.0066666666666666
352,1,2,4,1,married,1,1,,< 5,0.0078
353,1,2,0,1,married,1,1,Few,5 - 10,0.0043666666666666
354,1,1,2,1,widowed,1,1,,5 - 10,0.0050333333333333
355,0,3,5,1,married,2,0,Few,5 - 10,0.0060333333333333
356,0,1,4,1,married,0,1,Few,< 5,0.0053666666666666
357,1,0,0,1,single,3,1,Few,< 5,0.0065
358,1,2,5,1,divorced,1,1,Few,5 - 10,0.0060333333333333
359,1,3,2,1,married,2,1,Moderate,> 10,0.0066
360,0,2,1,0,married,1,1,Few,< 5,0.0092333333333333
361,0,3,0,1,married,2,0,Few,5 - 10,0.0080333333333333
362,1,3,2,1,single,2,1,Few,< 5,0.0050333333333333
363,1,3,4,0,married,1,1,Moderate,5 - 10,0.0059333333333333
364,1,5,2,1,single,2,1,Moderate,5 - 10,0.007
365,1,1,2,0,married,2,1,,5 - 10,0.0061666666666666
366,0,0,0,0,single,2,1,,< 5,0.0071333333333333
367,1,1,3,1,married,1,0,Few,5 - 10,0.0087333333333333
368,0,3,2,1,married,0,1,Few,5 - 10,0.0063
370,1,1,4,1,,1,1,Few,< 5,0.0046
371,0,4,4,0,single,2,1,Few,5 - 10,0.0063666666666666
372,1,3,2,0,married,2,1,Few,> 10,0.0087999999999999
373,1,4,2,0,widowed,2,1,Few,< 5,0.0091333333333333
374,0,0,1,1,divorced,2,1,Few,> 10,0.0079666666666666
375,1,1,3,1,married,0,1,Few,5 - 10,0.0082666666666666
377,1,2,3,1,single,2,1,Few,< 5,0.0096333333333333
378,0,3,3,0,married,1,1,Moderate,< 5,0.0069333333333333
379,0,0,0,0,single,1,0,Few,< 5,0.0078333333333333
380,1,3,2,0,married,2,1,,< 5,0.0060333333333333
381,1,5,5,1,married,2,1,,5 - 10,0.0054666666666666
382,1,2,5,0,married,2,0,Few,> 10,0.0074333333333333
383,0,3,0,0,married,1,1,Few,5 - 10,0.0080333333333333
384,0,1,5,1,married,1,1,,5 - 10,0.0055
385,0,0,6,1,married,1,1,,> 10,0.0070666666666666
386,0,1,5,0,single,2,0,Moderate,5 - 10,0.0072
387,0,4,5,0,single,2,0,Moderate,5 - 10,0.0071666666666666
388,1,2,4,0,married,1,0,Few,< 5,0.0060999999999999
389,1,0,0,1,single,1,0,Few,5 - 10,0.0067333333333333
390,1,3,2,0,married,2,1,Few,5 - 10,0.0060666666666666
391,0,2,0,1,divorced,0,1,Few,< 5,0.0057666666666666
392,0,2,1,0,married,1,0,Moderate,> 10,0.0091
393,1,2,2,1,divorced,2,1,Few,> 10,0.0070999999999999
394,1,1,5,0,married,1,2,Moderate,< 5,0.0077333333333333
395,1,3,3,1,divorced,2,1,Few,5 - 10,0.0086
396,0,3,6,1,,1,0,Moderate,5 - 10,0.0066
397,0,3,4,0,married,2,1,Few,> 10,0.0096666666666666
398,0,4,1,0,married,2,0,Few,5 - 10,0.0069666666666666
399,0,3,5,1,,0,1,Few,5 - 10,0.0077666666666666
400,1,5,0,1,single,1,1,Moderate,> 10,0.0087999999999999
401,1,2,4,1,divorced,3,0,Moderate,,0.0063333333333333
402,1,5,2,1,married,1,1,Few,5 - 10,0.0075333333333333
403,0,0,2,1,divorced,2,0,Many,5 - 10,0.0060333333333333
404,0,2,0,1,married,2,1,Moderate,< 5,0.0065
405,1,4,5,1,single,2,0,Few,5 - 10,0.0066
406,1,1,1,2,,1,1,Few,> 10,0.0070333333333333
407,1,4,5,2,married,1,1,Moderate,< 5,0.0079333333333333
408,0,0,1,1,widowed,2,0,Few,5 - 10,0.0076333333333333
409,1,1,5,0,married,2,1,Moderate,5 - 10,0.005
410,1,4,4,1,married,1,1,,< 5,0.0065
411,0,0,4,1,single,1,0,Moderate,5 - 10,0.0066333333333333
412,0,4,0,0,married,1,1,Moderate,5 - 10,0.01
413,1,3,1,1,married,1,1,Few,5 - 10,0.0075
414,1,4,1,1,single,2,1,Few,5 - 10,0.0075666666666666
415,0,3,0,1,married,2,0,Few,< 5,0.0053333333333333
416,1,3,0,1,married,0,0,Few,5 - 10,0.0090666666666666
418,1,2,0,1,married,0,1,Few,5 - 10,0.0067
419,0,2,2,1,married,2,0,Few,5 - 10,0.0074666666666666
420,0,2,2,1,married,1,1,Few,< 5,0.0060999999999999
421,0,2,1,1,single,2,1,Few,< 5,0.0072666666666666
422,1,3,1,1,married,1,1,,5 - 10,0.0072333333333333
423,0,3,2,1,single,2,0,Moderate,,0.0062666666666666
424,1,4,5,1,divorced,0,1,,< 5,0.0052666666666666
425,1,3,2,1,single,0,1,Moderate,< 5,0.0031666666666666
426,1,0,5,1,widowed,2,1,Few,5 - 10,0.0067666666666666
427,0,2,1,0,married,1,1,Moderate,5 - 10,0.0080333333333333
428,1,0,4,1,single,0,0,Moderate,< 5,0.0045666666666666
429,1,5,5,0,divorced,2,0,Few,5 - 10,0.0097
430,1,4,2,0,married,2,0,Few,5 - 10,0.0072333333333333
431,0,0,5,1,single,2,1,Moderate,5 - 10,0.0063
432,0,3,0,1,married,1,1,Few,< 5,0.0059666666666666
433,1,1,0,1,married,2,1,Moderate,< 5,0.0064
434,1,0,2,1,,0,0,Few,> 10,0.0072
435,0,2,2,1,married,0,1,,5 - 10,0.0055
436,1,3,0,1,divorced,1,0,Few,5 - 10,0.0086
437,0,2,4,1,married,1,1,Moderate,> 10,0.0079666666666666
438,1,1,5,0,single,1,0,,> 10,0.0036
440,1,2,0,0,married,1,1,,> 10,0.0056666666666666
441,0,2,2,2,divorced,2,1,Few,< 5,0.0068333333333333
442,0,0,0,1,married,1,1,Few,5 - 10,0.0061666666666666
443,0,4,2,1,married,2,1,Many,< 5,0.0068333333333333
444,1,4,1,2,married,1,1,Moderate,> 10,0.0094
445,0,0,5,0,,1,1,Few,5 - 10,0.0068
446,1,2,2,2,married,2,1,Moderate,> 10,0.0081
447,0,4,4,0,married,2,1,,5 - 10,0.0063333333333333
448,0,4,2,1,divorced,0,0,Few,5 - 10,0.008
449,1,3,0,2,divorced,2,0,Few,5 - 10,0.0074333333333333
450,0,2,2,0,single,1,1,Few,5 - 10,0.0076666666666666
451,0,0,0,1,married,2,1,Few,5 - 10,0.0066333333333333
452,1,5,4,0,married,0,0,Few,> 10,0.009
453,0,4,5,0,married,2,1,Moderate,> 10,0.0074333333333333
454,0,0,5,1,single,2,1,Moderate,,0.004
455,0,1,1,1,single,1,1,,5 - 10,0.0072333333333333
456,1,2,1,1,married,1,1,Few,5 - 10,0.0059
457,1,2,0,0,single,1,1,Few,5 - 10,0.0036999999999999
458,0,2,2,1,married,2,1,Few,> 10,0.0064333333333333
460,1,4,0,1,married,2,0,Few,< 5,0.0085
461,0,3,4,0,single,2,1,Few,< 5,0.0063333333333333
462,0,0,6,1,single,2,1,Moderate,5 - 10,0.0063
463,1,3,1,1,married,0,0,Moderate,< 5,0.0049333333333333
464,0,4,2,1,single,1,1,Moderate,5 - 10,0.0068333333333333
465,0,2,5,1,single,1,1,Moderate,5 - 10,0.0059
466,1,1,1,1,divorced,2,1,Moderate,> 10,0.0021666666666666
467,0,0,5,1,single,2,0,Many,5 - 10,0.0055333333333333
468,1,4,2,1,single,3,1,,5 - 10,0.0072999999999999
469,1,3,2,2,married,2,1,Moderate,< 5,0.0064666666666666
470,0,3,0,0,married,0,0,Moderate,> 10,0.0067333333333333
471,1,2,2,2,married,1,0,Few,< 5,0.0047333333333333
472,0,3,5,1,single,0,1,Few,5 - 10,0.0069333333333333
473,0,3,4,0,married,1,1,Moderate,< 5,0.0090666666666666
474,1,0,3,1,,2,1,Few,< 5,0.0092
475,0,3,0,1,married,1,1,Few,5 - 10,0.0097333333333333
476,1,4,0,2,married,2,0,Few,< 5,0.0091333333333333
477,1,2,6,1,single,2,0,Few,< 5,0.0045
478,1,1,2,0,married,2,2,,5 - 10,0.0033666666666666
480,1,2,5,1,divorced,2,1,,< 5,0.0024333333333333
481,1,2,3,1,married,1,0,Moderate,5 - 10,0.005
482,1,1,1,1,married,0,1,Few,> 10,0.008
483,1,1,6,2,married,1,1,Few,< 5,0.0076333333333333
484,1,2,6,1,married,1,1,Few,5 - 10,0.0050333333333333
485,0,4,3,1,,3,1,Moderate,5 - 10,0.0070333333333333
486,0,3,1,1,single,2,1,Moderate,5 - 10,0.0072333333333333
487,1,3,1,0,married,2,1,Few,,0.0094
488,1,1,0,1,married,2,1,Moderate,5 - 10,0.0069333333333333
489,1,1,5,0,married,1,0,Moderate,< 5,0.0071333333333333
490,1,2,5,1,,1,1,,5 - 10,0.0044666666666666
491,0,2,2,1,single,1,1,Moderate,5 - 10,0.0062666666666666
492,1,4,0,1,married,2,0,Few,5 - 10,0.0083333333333333
493,1,2,5,1,divorced,2,1,Moderate,5 - 10,0.0048333333333333
494,0,4,0,0,widowed,0,1,Few,,0.0082
495,1,0,4,1,married,1,1,Few,< 5,0.0023333333333333
496,1,2,2,1,married,2,0,Few,> 10,0.0061666666666666
497,0,4,5,0,married,0,1,,< 5,0.0094333333333333
498,1,5,4,0,married,2,1,,> 10,0.0053333333333333
499,1,0,3,1,single,1,1,Few,5 - 10,0.0066
500,0,2,0,2,married,1,0,Moderate,5 - 10,0.0073666666666666
501,0,2,0,0,married,1,1,Moderate,5 - 10,0.0049666666666666
502,0,2,4,0,married,2,1,Few,< 5,0.0076333333333333
503,1,3,2,1,married,2,0,Few,< 5,0.0065333333333333
504,0,1,0,1,single,2,0,Moderate,5 - 10,0.0057
505,0,3,0,0,married,2,0,Moderate,< 5,0.0085
506,1,4,2,2,divorced,1,1,Moderate,5 - 10,0.0073333333333333
507,0,2,4,0,single,2,1,Few,< 5,0.0055333333333333
508,0,1,5,0,married,1,1,Moderate,> 10,0.0078333333333333
509,0,1,4,1,married,0,0,Moderate,> 10,0.0065
510,1,2,2,1,divorced,2,1,Few,5 - 10,0.0080666666666666
511,0,4,4,0,married,2,1,Few,< 5,0.0083333333333333
512,0,2,0,1,married,2,1,,5 - 10,0.0076333333333333
513,1,2,5,1,,1,1,Moderate,5 - 10,0.0048666666666666
515,1,2,2,1,single,0,1,Few,5 - 10,0.0049666666666666
516,1,5,2,0,single,2,0,Moderate,5 - 10,0.0070666666666666
517,0,1,5,2,single,2,0,,5 - 10,0.0082333333333333
518,0,5,5,0,single,2,0,Few,5 - 10,0.0098666666666666
520,0,3,2,2,married,1,1,,5 - 10,0.0068
521,1,2,3,1,married,1,1,Moderate,5 - 10,0.0090333333333333
522,1,5,5,1,married,1,0,,> 10,0.0041666666666666
523,0,3,3,1,single,1,1,Moderate,> 10,0.0076333333333333
524,0,4,5,1,married,0,1,Few,< 5,0.0060999999999999
525,1,2,5,0,married,1,1,Moderate,> 10,0.0063
526,1,4,0,1,married,2,1,Few,5 - 10,0.0075666666666666
527,1,3,2,0,,1,1,Moderate,5 - 10,0.0050999999999999
528,1,2,4,0,married,2,1,Few,5 - 10,0.0086666666666666
529,1,0,1,1,married,1,1,Few,5 - 10,0.0066333333333333
530,0,3,5,0,married,1,1,Moderate,5 - 10,0.0074666666666666
531,0,1,4,0,single,1,1,Few,5 - 10,0.0055333333333333
533,0,3,3,0,married,2,1,Moderate,5 - 10,0.0095333333333333
534,0,3,2,1,divorced,2,1,Few,< 5,0.0065333333333333
535,0,2,2,1,married,2,1,Few,5 - 10,0.0059666666666666
536,0,1,5,1,married,1,1,,5 - 10,0.0073333333333333
537,0,2,4,1,divorced,1,1,Moderate,5 - 10,0.0086666666666666
538,0,3,2,1,,2,1,Moderate,5 - 10,0.0036333333333333
539,1,3,4,1,married,1,0,Moderate,< 5,0.0072333333333333
541,1,1,3,2,married,3,1,Few,5 - 10,0.0068
542,0,2,2,1,married,2,1,Moderate,< 5,0.0072666666666666
543,1,2,4,1,single,1,1,Few,5 - 10,0.0086333333333333
544,1,5,2,1,single,0,0,Few,< 5,0.0045666666666666
545,1,2,5,2,divorced,1,1,,5 - 10,0.0057666666666666
546,0,2,0,1,married,1,1,Moderate,> 10,0.0065666666666666
547,0,2,4,0,married,1,1,Moderate,5 - 10,0.0082666666666666
549,1,5,2,0,married,2,1,Moderate,5 - 10,0.0059
550,1,3,4,0,married,2,1,Few,< 5,0.0088333333333333
551,0,2,2,1,married,2,1,Few,5 - 10,0.0032
552,1,3,5,0,divorced,2,0,Moderate,5 - 10,0.0075
553,0,1,2,1,divorced,0,1,Few,,0.0059
554,1,3,5,1,married,2,0,Few,< 5,0.0030333333333333
556,0,2,1,2,married,2,0,Moderate,< 5,0.0081333333333333
557,0,2,0,1,single,0,1,Few,< 5,0.0076333333333333
558,1,5,0,1,single,2,1,Few,5 - 10,0.0074333333333333
559,0,1,4,1,divorced,1,1,Few,< 5,0.0064
560,1,1,5,1,married,2,1,Few,,0.0041666666666666
561,1,1,3,0,married,1,1,Few,5 - 10,0.0075
562,1,1,0,0,married,2,1,Few,> 10,0.0098666666666666
563,0,1,0,1,single,0,0,Moderate,< 5,0.0049333333333333
564,0,1,5,0,divorced,2,1,Few,5 - 10,0.0086
565,1,0,2,1,married,2,0,Moderate,> 10,0.0079
566,1,3,4,1,married,2,1,Few,5 - 10,0.0066
567,1,5,5,1,single,0,1,Few,5 - 10,0.0072
568,1,1,0,0,married,1,1,,5 - 10,0.0078666666666666
569,0,4,5,0,married,0,1,Many,5 - 10,0.0068333333333333
570,0,2,4,1,married,1,1,,,0.006
571,0,4,1,1,married,2,1,Moderate,5 - 10,0.0072
572,0,1,2,1,divorced,2,1,Few,5 - 10,0.0062333333333333
573,1,1,2,1,married,1,1,,< 5,0.0053666666666666
574,1,2,5,1,divorced,1,1,Moderate,< 5,0.0050999999999999
575,0,3,1,1,married,2,1,Many,5 - 10,0.0056333333333333
577,0,0,2,0,married,2,1,,> 10,0.0058
578,1,2,5,2,widowed,2,1,Moderate,5 - 10,0.0059666666666666
579,1,2,2,0,,3,0,Moderate,> 10,0.0069333333333333
580,0,2,0,1,married,1,1,Few,5 - 10,0.0043999999999999
581,1,3,3,0,married,1,1,,> 10,0.0090333333333333
582,0,2,0,1,married,2,0,Few,> 10,0.0073666666666666
583,0,4,4,1,married,2,0,Few,> 10,0.0090333333333333
585,1,3,4,1,single,2,1,Moderate,5 - 10,0.0070666666666666
586,1,2,6,1,single,0,1,Moderate,5 - 10,0.0043
587,1,2,5,0,divorced,2,1,Few,5 - 10,0.0044333333333333
588,0,2,5,1,married,1,0,,5 - 10,0.0041666666666666
589,1,3,2,1,married,2,1,Moderate,< 5,0.0041333333333333
590,1,1,4,1,divorced,1,1,Moderate,5 - 10,0.0092
591,1,3,3,1,divorced,1,0,Few,> 10,0.0077
592,1,0,4,1,divorced,0,1,,5 - 10,0.0047666666666666
593,0,3,4,0,married,0,2,Few,> 10,0.0062333333333333
594,1,2,2,1,married,1,0,Moderate,5 - 10,0.0079666666666666
595,0,3,2,0,divorced,2,0,Few,> 10,0.0075
596,1,3,2,0,married,0,0,Few,5 - 10,0.0072999999999999
597,1,3,5,0,single,1,0,Few,5 - 10,0.0067666666666666
598,1,0,4,0,married,3,0,Few,> 10,0.0094
599,0,2,4,0,married,1,1,Moderate,5 - 10,0.0062
600,1,2,2,2,divorced,0,0,Moderate,5 - 10,0.0050666666666666
601,0,3,2,2,married,0,0,Few,> 10,0.0084333333333333
602,0,3,2,1,single,2,1,Few,< 5,0.0083666666666666
603,1,3,4,0,married,2,0,Few,5 - 10,0.0056333333333333
604,0,5,1,1,married,0,0,Moderate,5 - 10,0.0050333333333333
605,1,3,0,2,married,2,1,Few,> 10,0.0047333333333333
606,0,3,6,1,married,2,0,Few,5 - 10,0.0068
607,1,2,4,1,married,1,0,Few,< 5,0.0063
608,0,4,2,1,married,1,1,Few,< 5,0.0078
609,0,3,0,1,divorced,2,0,Few,5 - 10,0.0086666666666666
610,1,4,2,0,married,1,1,Moderate,< 5,0.0075
611,0,5,6,1,single,2,1,Few,5 - 10,0.0079666666666666
612,0,2,1,0,married,1,0,Moderate,5 - 10,0.0081666666666666
613,1,3,2,0,single,2,1,Few,5 - 10,0.0069333333333333
614,0,3,2,0,,2,1,Few,5 - 10,0.0079
615,0,2,2,2,widowed,1,1,Few,< 5,0.0069
616,1,3,3,1,married,1,1,Few,5 - 10,0.0043333333333333
617,0,0,4,1,married,3,1,Moderate,< 5,0.0079
618,0,2,4,0,divorced,1,0,Moderate,< 5,0.0060999999999999
619,0,1,2,0,divorced,2,1,Moderate,5 - 10,0.0055
620,0,2,1,0,married,0,1,Few,5 - 10,0.0084666666666666
621,0,0,5,1,married,2,0,Few,5 - 10,0.0087666666666666
622,1,2,6,0,single,2,1,,> 10,0.0069666666666666
623,0,2,0,1,single,1,1,,5 - 10,0.0065666666666666
624,1,0,6,1,married,1,1,Few,> 10,0.0047
625,1,1,0,1,divorced,1,1,Few,< 5,0.0079666666666666
626,1,4,0,1,married,2,1,Few,5 - 10,0.0065
627,0,3,4,1,married,2,1,Moderate,> 10,0.0062333333333333
628,0,2,5,1,divorced,1,1,Few,5 - 10,0.0050666666666666
629,0,3,4,0,single,2,0,Few,< 5,0.0081333333333333
630,1,1,4,1,divorced,2,0,Moderate,5 - 10,0.0062666666666666
631,1,1,5,1,married,2,1,Moderate,> 10,0.0084
632,0,0,5,1,married,0,1,Moderate,< 5,0.0060666666666666
633,0,3,1,1,divorced,0,1,Few,> 10,0.0076333333333333
634,0,0,1,1,married,1,1,Moderate,< 5,0.0056333333333333
636,1,2,1,0,divorced,1,1,Few,5 - 10,0.0098
637,1,1,6,1,married,2,1,Few,< 5,0.0072666666666666
638,1,5,6,0,married,2,1,Few,5 - 10,0.0077333333333333
639,0,3,6,1,married,2,0,Moderate,5 - 10,0.0059333333333333
640,0,2,4,0,single,1,1,Moderate,5 - 10,0.0085666666666666
641,0,3,5,1,divorced,1,1,Moderate,> 10,0.0060666666666666
642,1,3,3,1,married,2,1,,< 5,0.0059
643,0,2,4,0,,2,1,,< 5,0.0069333333333333
644,0,0,1,2,married,0,0,Few,5 - 10,0.0067
646,1,2,0,2,married,3,0,Few,5 - 10,0.0062
647,0,0,0,0,single,2,1,Moderate,5 - 10,0.0087999999999999
648,0,1,2,1,married,2,0,Moderate,> 10,0.0050333333333333
649,1,2,1,1,,1,1,Moderate,5 - 10,0.0087
650,0,2,4,0,married,3,1,Moderate,> 10,0.0077333333333333
651,1,1,0,1,single,2,1,Few,< 5,0.0076333333333333
652,1,3,0,1,single,1,0,Few,< 5,0.0078
653,1,2,1,1,married,1,1,Moderate,< 5,0.0070333333333333
654,1,3,2,1,single,0,1,Few,5 - 10,0.0049
655,1,3,3,0,divorced,2,1,Many,< 5,0.0076666666666666
656,0,2,2,1,married,1,1,Few,5 - 10,0.0083
657,0,4,5,1,single,2,0,,< 5,0.0082333333333333
658,0,3,5,1,married,2,1,Moderate,5 - 10,0.0053
659,0,2,0,2,married,1,1,Moderate,< 5,0.0077333333333333
660,1,0,5,0,divorced,1,0,Many,,0.0056666666666666
661,0,0,2,0,married,2,0,,5 - 10,0.0069
662,0,3,2,0,single,2,1,Few,5 - 10,0.0075
663,0,4,1,1,married,1,1,,5 - 10,0.0080333333333333
664,0,2,4,0,,2,1,Few,5 - 10,0.0086333333333333
665,1,1,1,1,single,2,1,Many,> 10,0.0052
666,1,2,1,0,married,2,0,Moderate,> 10,0.0084666666666666
667,1,3,5,0,divorced,2,2,,5 - 10,0.0082333333333333
668,1,2,0,0,single,0,2,,> 10,0.0072999999999999
669,0,2,0,1,divorced,2,1,Few,5 - 10,0.0092
670,0,4,4,0,single,1,1,Moderate,5 - 10,0.0076333333333333
671,0,5,6,0,divorced,2,0,Few,5 - 10,0.0091333333333333
672,0,5,0,1,married,1,1,Few,5 - 10,0.0080666666666666
673,0,3,5,0,married,0,1,Few,< 5,0.0084333333333333
674,0,3,5,0,married,1,1,,5 - 10,0.0083
675,0,2,2,1,single,1,1,Few,5 - 10,0.0032333333333333
677,0,2,2,0,married,2,1,,,0.0065
679,1,4,3,1,,1,0,Moderate,5 - 10,0.0085
680,0,1,0,0,,2,1,Few,5 - 10,0.0090333333333333
681,1,1,3,1,single,1,0,Few,5 - 10,0.0073999999999999
682,0,5,6,0,married,2,1,,< 5,0.0096666666666666
683,0,1,5,1,divorced,2,1,,< 5,0.0047666666666666
684,1,3,1,1,married,1,1,Few,< 5,0.0068
685,0,4,5,0,married,2,1,Moderate,5 - 10,0.0077666666666666
686,0,3,6,1,married,1,1,Moderate,5 - 10,0.0080333333333333
687,1,3,4,1,married,2,1,Few,5 - 10,0.0057666666666666
688,1,0,5,1,single,2,1,Moderate,5 - 10,0.0077666666666666
689,1,3,4,2,divorced,2,0,Moderate,< 5,0.0045666666666666
690,0,2,3,0,married,2,1,Few,> 10,0.0093
691,0,1,0,1,single,1,0,Few,5 - 10,0.0074333333333333
692,1,2,0,1,,2,1,Moderate,< 5,0.0058333333333333
693,0,2,0,1,married,0,0,Moderate,< 5,0.0078333333333333
694,0,3,1,1,married,0,1,,< 5,0.0082666666666666
695,0,2,6,0,married,2,0,Moderate,< 5,0.0081
696,0,5,6,1,married,0,1,Moderate,< 5,0.007
