Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore
339,1,2,1,standard,1,single,2,1,Few,5 - 10,0.069,0.069,0.063
340,0,0,3,standard,1,married,0,1,Few,< 5,0.076,0.092,0.093
341,1,2,1,standard,1,married,1,0,Few,5 - 10,0.077,0.071,0.071
342,0,1,1,free/reduced,1,divorced,2,1,Moderate,5 - 10,0.059,0.072,0.075
343,0,1,0,standard,1,married,2,2,Moderate,5 - 10,0.045,0.053,0.049
344,1,3,2,standard,2,married,3,0,,5 - 10,0.063,0.052,0.048
345,1,2,4,free/reduced,1,single,2,1,Few,5 - 10,0.063,0.065,0.055
346,1,2,4,free/reduced,1,married,2,0,Many,5 - 10,0.061,0.048,0.047
347,0,5,5,free/reduced,2,married,2,1,Few,< 5,0.07,0.081,0.08
348,1,2,3,free/reduced,1,divorced,1,0,Few,< 5,0.075,0.079,0.072
349,1,4,6,standard,0,,2,1,Few,5 - 10,0.09,0.083,0.084
350,1,3,1,free/reduced,0,divorced,2,1,Moderate,5 - 10,0.072,0.074,0.08
351,0,0,4,free/reduced,1,married,2,0,,> 10,0.044,0.061,0.053
352,1,1,3,standard,1,married,2,1,,> 10,0.087,0.077,0.072
353,1,1,4,free/reduced,0,divorced,2,1,Few,5 - 10,0.055,0.052,0.054
354,0,3,2,free/reduced,1,married,1,1,Few,< 5,0.07,0.081,0.085
355,0,1,3,free/reduced,0,divorced,2,1,Few,> 10,0.066,0.091,0.087
356,0,4,2,free/reduced,0,divorced,1,1,Few,> 10,0.072,0.088,0.084
357,1,0,4,standard,0,divorced,0,1,,< 5,0.057,0.061,0.058
358,0,1,4,free/reduced,1,divorced,0,1,Moderate,5 - 10,0.064,0.067,0.058
359,1,3,4,standard,1,divorced,1,1,Few,5 - 10,0.084,0.075,0.079
360,1,1,4,standard,1,married,2,1,,> 10,0.093,0.084,0.078
361,0,4,0,free/reduced,0,divorced,1,1,Moderate,5 - 10,0.057,0.071,0.073
362,0,2,4,standard,0,married,1,0,Few,< 5,0.086,0.086,0.092
363,0,1,5,free/reduced,1,divorced,1,0,Few,5 - 10,0.057,0.073,0.068
364,1,3,3,free/reduced,0,single,2,1,Few,< 5,0.066,0.069,0.07
365,1,3,2,free/reduced,1,divorced,2,1,,5 - 10,0.052,0.04,0.046
366,0,4,0,standard,1,married,0,0,Moderate,< 5,0.079,0.08,0.081
367,1,4,2,standard,1,married,2,1,Few,5 - 10,0.083,0.08,0.074
368,0,1,2,free/reduced,1,divorced,2,1,Few,5 - 10,0.023,0.031,0.029
369,1,2,3,free/reduced,1,married,1,0,Moderate,5 - 10,0.065,0.069,0.064
370,0,3,4,free/reduced,1,divorced,2,1,Few,> 10,0.063,0.073,0.073
371,0,4,5,standard,0,married,2,0,Few,> 10,0.08,0.095,0.093
372,0,5,5,free/reduced,1,married,2,1,,< 5,0.07,0.074,0.071
373,0,3,5,free/reduced,1,single,1,1,,< 5,0.078,0.079,0.079
374,1,2,1,free/reduced,0,divorced,1,1,Moderate,> 10,0.095,0.092,0.09
375,1,1,3,free/reduced,1,married,1,0,Few,< 5,0.051,0.056,0.053
376,0,4,2,standard,0,divorced,2,0,,5 - 10,0.1,0.1,0.1
377,0,2,4,standard,1,single,0,1,Few,< 5,0.053,0.054,0.059
378,0,4,1,standard,1,married,1,1,Moderate,5 - 10,0.079,0.081,0.085
379,1,4,2,standard,1,married,2,0,Moderate,5 - 10,0.053,0.057,0.048
380,1,3,3,standard,1,single,2,1,Few,> 10,0.075,0.071,0.078
381,1,1,5,standard,1,single,0,1,Few,< 5,0.067,0.073,0.067
382,1,2,4,standard,0,married,2,1,Few,< 5,0.081,0.077,0.082
383,0,1,4,standard,1,single,1,1,,5 - 10,0.096,0.089,0.093
384,1,3,4,standard,1,,1,1,Moderate,< 5,0.096,0.084,0.091
385,1,4,4,standard,1,married,1,0,Few,5 - 10,0.066,0.053,0.05
386,1,2,5,standard,0,divorced,0,0,Moderate,> 10,0.085,0.074,0.078
387,1,2,5,free/reduced,1,married,2,2,Few,5 - 10,0.047,0.046,0.048
388,1,3,2,standard,0,married,1,1,Moderate,5 - 10,0.08,0.072,0.073
389,1,3,4,standard,0,married,0,2,Few,5 - 10,0.062,0.058,0.062
390,1,3,2,free/reduced,1,divorced,2,1,Moderate,5 - 10,0.083,0.083,0.075
391,1,2,6,free/reduced,1,divorced,1,1,Few,< 5,0.057,0.06,0.052
392,1,4,4,free/reduced,1,married,2,0,Moderate,5 - 10,0.09,0.08,0.081
393,1,1,1,standard,2,married,0,1,,5 - 10,0.071,0.07,0.074
394,1,3,0,standard,0,married,1,1,Moderate,< 5,0.087,0.077,0.08
395,1,2,4,standard,1,single,2,0,Many,5 - 10,0.079,0.074,0.071
396,0,3,6,standard,1,,2,1,,5 - 10,0.086,0.088,0.093
397,1,3,3,free/reduced,1,divorced,1,1,Few,< 5,0.052,0.065,0.069
398,1,2,0,standard,1,married,2,1,Moderate,> 10,0.075,0.068,0.073
399,0,3,0,standard,1,married,2,1,,< 5,0.065,0.08,0.079
400,1,3,6,standard,0,married,2,1,Few,5 - 10,0.073,0.068,0.072
401,0,2,6,standard,1,divorced,1,1,Few,5 - 10,0.041,0.032,0.033
402,1,3,0,free/reduced,1,widowed,2,0,Few,,0.07,0.059,0.057
403,1,2,5,standard,1,married,2,0,Few,< 5,0.057,0.05,0.049
404,0,3,1,free/reduced,0,married,1,1,Few,5 - 10,0.064,0.078,0.078
405,0,2,5,standard,1,married,2,0,Moderate,> 10,0.051,0.063,0.065
406,0,4,0,free/reduced,1,married,1,1,Few,> 10,0.063,0.081,0.066
407,0,3,5,standard,1,married,1,0,Moderate,> 10,0.072,0.084,0.081
408,1,2,0,standard,1,married,0,0,Moderate,< 5,0.062,0.058,0.051
409,1,4,0,free/reduced,1,married,1,1,Few,> 10,0.055,0.058,0.058
410,1,2,4,standard,1,widowed,2,1,Few,5 - 10,0.053,0.045,0.044
411,0,2,3,standard,1,widowed,2,0,Moderate,5 - 10,0.074,0.077,0.083
412,0,3,3,free/reduced,0,married,1,1,Few,5 - 10,0.076,0.085,0.089
413,1,3,4,free/reduced,1,single,1,1,Many,5 - 10,0.052,0.048,0.049
414,1,3,5,free/reduced,0,married,2,1,,5 - 10,0.042,0.026,0.032
415,1,1,2,standard,1,married,2,0,Few,< 5,0.038,0.023,0.027
416,1,3,3,standard,0,divorced,2,1,Moderate,> 10,0.1,0.099,0.1
417,1,5,0,standard,1,single,1,1,,5 - 10,0.058,0.055,0.047
418,1,3,5,free/reduced,0,divorced,1,1,Moderate,5 - 10,0.046,0.051,0.052
419,0,0,4,standard,1,married,2,1,,> 10,0.055,0.062,0.056
420,1,3,0,standard,1,married,1,1,Moderate,5 - 10,0.071,0.068,0.064
421,1,3,3,standard,1,,2,1,Few,5 - 10,0.067,0.066,0.065
422,0,4,2,standard,1,married,1,0,Few,5 - 10,0.03,0.047,0.042
423,0,3,1,free/reduced,1,married,2,0,Few,5 - 10,0.068,0.069,0.075
424,1,2,6,standard,1,married,1,1,Moderate,,0.073,0.058,0.06
425,1,0,0,free/reduced,1,married,1,0,Moderate,< 5,0.04,0.042,0.038
426,0,2,2,standard,1,married,0,1,Few,< 5,0.054,0.065,0.062
427,0,3,2,standard,1,married,2,1,Many,5 - 10,0.062,0.075,0.07
428,1,3,0,standard,1,widowed,1,1,Few,> 10,0.075,0.073,0.067
429,1,1,0,free/reduced,1,divorced,2,0,Few,< 5,0.045,0.037,0.038
430,1,3,0,standard,0,divorced,2,0,Few,> 10,0.049,0.051,0.057
431,1,1,4,free/reduced,0,divorced,2,1,Few,5 - 10,0.08,0.085,0.08
433,1,4,5,free/reduced,1,divorced,2,0,Moderate,> 10,0.047,0.049,0.046
434,1,2,0,standard,1,married,0,1,Moderate,5 - 10,0.064,0.053,0.054
436,1,0,2,standard,0,married,2,2,,5 - 10,0.062,0.057,0.055
437,0,2,1,standard,0,single,2,0,Few,5 - 10,0.077,0.082,0.085
438,0,2,4,standard,1,married,2,0,Moderate,5 - 10,0.079,0.088,0.078
440,1,0,4,free/reduced,1,single,2,1,Moderate,5 - 10,0.047,0.04,0.035
442,0,2,0,standard,0,married,2,1,,< 5,0.079,0.085,0.086
443,1,1,2,free/reduced,1,single,2,0,Few,5 - 10,0.045,0.043,0.033
445,1,4,1,standard,1,single,1,1,Few,5 - 10,0.096,0.09,0.083
446,0,2,4,standard,1,married,0,1,Few,5 - 10,0.063,0.066,0.064
447,0,2,2,free/reduced,0,divorced,0,0,Moderate,5 - 10,0.064,0.08,0.082
448,0,1,4,standard,2,divorced,1,1,Moderate,> 10,0.057,0.065,0.069
449,0,3,4,standard,1,divorced,1,1,Moderate,5 - 10,0.1,0.095,0.097
450,0,3,4,free/reduced,0,married,2,0,Few,< 5,0.055,0.064,0.065
451,0,3,5,standard,0,married,2,1,,5 - 10,0.061,0.076,0.077
453,0,0,0,free/reduced,0,married,1,0,Few,5 - 10,0.062,0.074,0.076
454,0,2,2,standard,0,married,1,1,Few,> 10,0.097,0.098,0.1
455,0,5,0,free/reduced,1,divorced,2,1,Moderate,5 - 10,0.065,0.07,0.075
456,0,1,4,free/reduced,1,single,2,0,Few,,0.057,0.068,0.074
457,1,1,2,standard,0,single,2,2,Few,5 - 10,0.06,0.055,0.056
458,1,4,0,free/reduced,1,married,2,2,Few,< 5,0.085,0.068,0.063
459,1,2,5,standard,0,married,1,0,Few,> 10,0.073,0.072,0.069
460,0,2,6,standard,1,widowed,2,1,Many,> 10,0.064,0.066,0.072
461,0,0,1,standard,0,,1,0,Few,5 - 10,0.067,0.08,0.088
462,1,2,6,standard,2,married,1,0,Few,5 - 10,0.075,0.062,0.065
463,0,1,0,standard,0,married,1,1,Moderate,5 - 10,0.09,0.1,0.1
464,0,5,0,standard,1,divorced,0,0,Moderate,5 - 10,0.068,0.083,0.072
465,0,3,5,standard,0,married,2,0,Few,< 5,0.085,0.097,0.098
466,1,2,0,standard,1,single,2,1,,5 - 10,0.088,0.074,0.07
467,0,3,1,standard,1,married,1,1,Few,5 - 10,0.08,0.079,0.089
468,0,3,2,free/reduced,1,married,0,1,,> 10,0.034,0.039,0.034
469,1,1,4,standard,1,single,2,1,Moderate,5 - 10,0.042,0.04,0.037
470,1,1,2,free/reduced,1,divorced,1,1,Few,5 - 10,0.073,0.077,0.072
471,0,1,0,standard,0,single,2,1,,5 - 10,0.042,0.058,0.056
472,0,5,0,standard,1,married,0,1,Few,< 5,0.074,0.085,0.079
473,0,2,2,standard,0,married,1,1,Moderate,< 5,0.089,0.099,0.098
474,0,3,2,standard,1,married,2,1,Moderate,5 - 10,0.066,0.059,0.064
475,0,0,0,standard,1,single,1,1,,< 5,0.061,0.065,0.066
477,1,0,5,free/reduced,1,divorced,1,1,Few,5 - 10,0.054,0.054,0.048
478,0,2,4,standard,0,married,1,0,Moderate,,0.074,0.089,0.085
479,0,1,4,free/reduced,1,married,1,2,Moderate,5 - 10,0.076,0.082,0.078
480,0,5,0,standard,1,single,1,0,Few,5 - 10,0.091,0.094,0.095
481,1,1,5,standard,1,married,2,0,Moderate,> 10,0.06,0.06,0.051
482,1,4,1,free/reduced,0,married,0,1,Few,5 - 10,0.066,0.065,0.058
483,1,2,0,standard,0,single,2,0,Few,5 - 10,0.073,0.068,0.072
484,0,2,0,standard,0,married,1,1,Few,> 10,0.083,0.099,0.097
485,1,1,5,standard,1,married,2,1,,5 - 10,0.067,0.057,0.053
486,1,1,4,free/reduced,2,widowed,0,1,Moderate,5 - 10,0.058,0.059,0.049
487,1,2,4,standard,1,married,2,1,Few,5 - 10,0.074,0.067,0.067
488,1,2,0,free/reduced,0,married,2,0,,< 5,0.065,0.06,0.059
489,0,1,5,standard,0,divorced,2,0,Moderate,> 10,0.079,0.089,0.09
490,0,4,4,standard,0,married,1,0,,5 - 10,0.09,0.093,0.1
491,0,1,1,standard,1,single,1,1,Moderate,> 10,0.048,0.066,0.066
492,0,3,1,standard,1,divorced,1,1,Few,< 5,0.079,0.084,0.094
493,0,2,3,standard,1,married,2,1,Moderate,> 10,0.077,0.089,0.087
494,0,2,0,free/reduced,0,married,1,1,Few,< 5,0.058,0.062,0.066
495,0,5,2,standard,1,,1,1,,5 - 10,0.069,0.076,0.072
496,1,1,0,free/reduced,0,married,1,0,Few,> 10,0.053,0.056,0.052
497,1,1,2,free/reduced,1,married,2,1,Few,< 5,0.06,0.064,0.052
498,0,2,5,free/reduced,0,divorced,2,1,,5 - 10,0.061,0.071,0.073
499,1,3,0,standard,0,divorced,3,0,Moderate,< 5,0.071,0.066,0.071
500,1,3,2,free/reduced,1,married,0,1,Few,< 5,0.063,0.058,0.05
501,0,3,5,standard,1,married,2,1,Few,5 - 10,0.048,0.052,0.047
502,0,3,5,free/reduced,0,widowed,1,1,Few,5 - 10,0.054,0.068,0.069
503,0,4,0,standard,1,married,2,0,Moderate,5 - 10,0.09,0.091,0.088
504,1,4,5,standard,0,married,1,1,Moderate,5 - 10,0.074,0.079,0.074
505,1,2,4,standard,1,single,2,1,,5 - 10,0.073,0.079,0.074
506,1,2,0,standard,0,married,2,0,Few,> 10,0.066,0.064,0.065
507,0,1,1,standard,1,married,0,0,Moderate,5 - 10,0.074,0.074,0.078
508,1,2,2,free/reduced,1,,1,1,Moderate,5 - 10,0.032,0.042,0.041
509,0,5,2,free/reduced,0,married,2,1,Few,< 5,0.082,0.083,0.088
510,0,2,4,standard,1,married,0,1,Few,> 10,0.055,0.06,0.06
511,1,1,4,free/reduced,2,married,1,1,,5 - 10,0.076,0.069,0.064
512,1,2,5,standard,0,married,2,1,Few,> 10,0.073,0.073,0.078
514,1,2,4,free/reduced,0,single,1,0,Few,< 5,0.07,0.078,0.071
515,0,1,6,standard,0,married,2,0,Few,5 - 10,0.053,0.062,0.067
516,1,2,4,standard,0,married,2,0,Few,5 - 10,0.094,0.085,0.087
517,0,4,1,standard,2,married,2,0,Many,< 5,0.072,0.08,0.078
518,1,4,4,standard,2,divorced,2,1,Moderate,5 - 10,0.064,0.062,0.057
519,1,4,5,standard,0,married,1,0,Few,< 5,0.086,0.081,0.077
520,0,0,0,standard,2,married,1,1,Few,< 5,0.067,0.079,0.081
521,0,2,5,standard,1,single,2,1,,5 - 10,0.057,0.062,0.063
522,1,1,5,free/reduced,1,single,1,0,Moderate,5 - 10,0.046,0.056,0.05
523,0,1,4,free/reduced,1,married,2,1,Moderate,5 - 10,0.06,0.073,0.068
524,0,3,2,standard,0,married,1,1,,5 - 10,0.071,0.068,0.071
525,0,4,0,free/reduced,1,married,2,1,Few,5 - 10,0.078,0.089,0.081
526,0,2,4,free/reduced,1,married,2,1,,5 - 10,0.036,0.045,0.042
527,0,3,4,free/reduced,1,,2,1,Few,5 - 10,0.057,0.071,0.062
528,0,2,4,standard,1,married,2,1,,< 5,0.08,0.088,0.085
529,0,2,5,free/reduced,0,single,2,1,Few,< 5,0.054,0.06,0.057
530,1,1,4,standard,0,married,2,1,Few,> 10,0.065,0.063,0.058
531,0,1,2,standard,0,married,2,1,,5 - 10,0.064,0.078,0.075
533,0,5,0,standard,0,married,2,0,,5 - 10,0.084,0.084,0.089
534,0,2,1,free/reduced,1,married,2,0,Few,> 10,0.052,0.055,0.057
535,0,1,2,free/reduced,2,married,2,0,Few,5 - 10,0.06,0.072,0.066
536,1,1,1,free/reduced,1,single,3,1,,5 - 10,0.068,0.06,0.058
537,0,0,5,standard,0,divorced,1,0,Few,5 - 10,0.041,0.051,0.056
538,0,5,1,free/reduced,1,married,2,1,Few,> 10,0.07,0.065,0.07
539,1,4,4,standard,1,married,2,0,Few,< 5,0.08,0.062,0.063
540,0,3,5,standard,1,divorced,2,0,Few,5 - 10,0.078,0.07,0.078
542,0,2,5,standard,1,single,2,1,Moderate,5 - 10,0.052,0.062,0.06
543,1,4,5,standard,1,married,2,0,Few,> 10,0.06,0.05,0.045
544,1,4,5,free/reduced,1,married,0,0,,< 5,0.06,0.061,0.054
545,0,2,2,standard,0,married,1,1,Many,5 - 10,0.06,0.07,0.073
546,0,0,0,standard,1,single,2,1,Few,5 - 10,0.049,0.057,0.057
547,0,2,4,standard,0,single,1,1,Many,> 10,0.09,0.1,0.1
548,0,2,2,standard,1,divorced,0,1,Moderate,< 5,0.07,0.078,0.076
549,0,4,0,standard,0,married,2,0,Few,< 5,0.081,0.086,0.084
550,1,1,2,standard,1,married,0,0,Moderate,5 - 10,0.043,0.044,0.043
551,1,0,2,standard,1,single,1,1,Few,< 5,0.06,0.051,0.054
552,1,4,6,free/reduced,0,single,1,1,Few,5 - 10,0.1,0.096,0.091
553,1,3,5,free/reduced,0,single,2,0,Few,< 5,0.077,0.07,0.068
554,0,2,1,free/reduced,0,widowed,2,0,Few,> 10,0.084,0.096,0.098
555,1,1,5,standard,0,married,1,1,Moderate,5 - 10,0.07,0.067,0.065
556,0,2,5,free/reduced,1,,0,1,Moderate,> 10,0.052,0.07,0.065
557,1,1,0,standard,1,divorced,2,0,Moderate,5 - 10,0.079,0.075,0.07
559,0,3,2,standard,0,married,2,1,Moderate,> 10,0.092,0.092,0.099
560,1,2,6,free/reduced,1,divorced,3,1,,> 10,0.049,0.04,0.038
561,0,3,4,standard,1,single,0,0,Few,5 - 10,0.068,0.076,0.079
562,0,4,2,standard,1,single,2,1,,5 - 10,0.1,0.098,0.092
563,0,5,0,standard,0,married,1,0,Many,5 - 10,0.067,0.082,0.082
564,0,4,0,free/reduced,2,married,1,1,Moderate,> 10,0.085,0.086,0.093
565,0,2,2,free/reduced,1,divorced,1,0,Few,5 - 10,0.052,0.068,0.066
566,1,1,5,free/reduced,1,single,2,1,Few,> 10,0.03,0.021,0.017
567,0,4,4,standard,1,divorced,2,0,Moderate,< 5,0.089,0.095,0.09
568,0,2,4,standard,1,married,1,0,Few,< 5,0.053,0.055,0.054
569,0,3,5,free/reduced,1,married,2,1,Moderate,5 - 10,0.044,0.045,0.052
570,1,0,2,standard,1,single,2,1,Few,5 - 10,0.061,0.065,0.054
571,0,4,0,standard,0,divorced,2,1,Moderate,< 5,0.095,0.098,0.098
572,0,2,0,standard,1,single,2,0,Moderate,< 5,0.064,0.075,0.069
573,1,1,4,free/reduced,1,single,2,0,Few,5 - 10,0.049,0.061,0.049
574,0,2,5,free/reduced,0,,2,1,,5 - 10,0.043,0.059,0.057
575,1,3,2,free/reduced,1,married,1,0,Few,< 5,0.049,0.041,0.036
576,1,3,2,standard,1,married,0,1,Few,5 - 10,0.057,0.056,0.049
577,1,2,3,standard,1,single,2,1,Moderate,> 10,0.082,0.079,0.081
578,1,4,2,standard,1,divorced,2,1,Moderate,< 5,0.092,0.091,0.083
579,0,2,6,standard,0,married,1,0,Moderate,5 - 10,0.047,0.059,0.061
580,1,2,1,free/reduced,1,married,1,0,Moderate,< 5,0.073,0.074,0.076
581,1,2,5,standard,1,divorced,2,1,Many,5 - 10,0.088,0.073,0.074
582,1,1,4,standard,0,married,1,2,,5 - 10,0.081,0.082,0.087
583,0,3,1,standard,0,married,1,1,Moderate,> 10,0.082,0.084,0.097
584,0,2,4,free/reduced,1,married,2,1,Few,< 5,0.051,0.061,0.057
585,1,2,6,free/reduced,0,divorced,1,1,Moderate,5 - 10,0.044,0.049,0.046
586,0,4,1,standard,0,married,2,1,,5 - 10,0.063,0.069,0.074
587,1,3,3,free/reduced,1,married,1,1,Few,5 - 10,0.07,0.066,0.062
588,1,3,4,standard,1,single,1,0,Moderate,5 - 10,0.061,0.046,0.05
589,1,1,5,free/reduced,1,married,2,1,Few,5 - 10,0.034,0.037,0.035
590,1,0,2,free/reduced,1,single,1,1,Few,,0.044,0.049,0.039
591,1,2,0,standard,1,single,2,1,,5 - 10,0.09,0.084,0.085
592,1,2,4,standard,1,married,2,1,Moderate,5 - 10,0.039,0.045,0.029
593,1,1,4,free/reduced,1,,1,1,Few,< 5,0.034,0.046,0.033
594,1,4,2,free/reduced,0,married,2,1,Few,,0.093,0.085,0.078
595,1,5,6,standard,1,divorced,2,1,Few,5 - 10,0.06,0.057,0.051
596,1,3,2,standard,1,single,0,0,Few,> 10,0.066,0.055,0.057
597,1,4,2,standard,0,married,2,1,Few,< 5,0.097,0.098,0.095
598,0,5,2,standard,1,divorced,1,0,Moderate,< 5,0.074,0.083,0.083
599,0,1,2,free/reduced,1,married,2,0,Few,5 - 10,0.046,0.058,0.053
600,1,2,5,standard,2,married,2,1,Few,> 10,0.064,0.075,0.077
601,0,4,0,free/reduced,0,married,2,0,Moderate,5 - 10,0.058,0.066,0.064
602,0,1,0,standard,1,single,1,0,Few,< 5,0.041,0.057,0.058
603,1,2,4,free/reduced,0,married,2,1,,5 - 10,0.03,0.03,0.036
604,0,2,6,standard,0,divorced,2,1,Moderate,5 - 10,0.082,0.084,0.09
605,1,1,5,standard,1,married,0,0,,5 - 10,0.078,0.065,0.062
606,1,1,1,free/reduced,1,married,2,1,Few,< 5,0.056,0.054,0.05
607,1,0,0,standard,1,divorced,3,1,,< 5,0.074,0.062,0.066
608,0,4,1,free/reduced,0,widowed,2,0,Moderate,> 10,0.098,0.1,0.1
609,1,1,0,standard,1,married,2,1,Moderate,< 5,0.064,0.063,0.054
610,1,2,0,standard,0,married,1,0,Few,> 10,0.076,0.063,0.069
612,0,3,4,standard,0,married,2,1,Few,< 5,0.083,0.087,0.094
613,0,4,5,standard,1,married,2,1,Few,> 10,0.053,0.048,0.055
614,0,5,4,standard,1,single,2,1,Moderate,5 - 10,0.081,0.079,0.08
615,0,4,4,free/reduced,1,married,3,1,Few,> 10,0.074,0.071,0.07
616,1,2,5,standard,0,married,2,1,Many,< 5,0.067,0.058,0.054
617,0,5,4,free/reduced,0,single,2,0,Moderate,< 5,0.045,0.058,0.055
618,1,1,0,standard,1,divorced,2,1,Few,5 - 10,0.082,0.074,0.069
619,0,4,0,standard,1,divorced,1,0,Few,,0.093,0.093,0.088
620,1,4,4,standard,1,single,2,1,Few,< 5,0.093,0.081,0.078
621,0,1,1,standard,1,married,1,0,Moderate,5 - 10,0.054,0.057,0.06
622,0,2,4,standard,1,divorced,2,1,Few,5 - 10,0.059,0.059,0.06
623,1,3,5,standard,1,single,0,1,,5 - 10,0.048,0.043,0.041
624,0,1,2,standard,1,married,2,1,Few,,0.052,0.068,0.065
625,0,4,2,standard,0,married,0,1,,< 5,0.068,0.08,0.082
626,1,2,1,free/reduced,1,married,2,0,Few,5 - 10,0.082,0.078,0.084
627,0,1,0,free/reduced,0,single,1,1,,5 - 10,0.048,0.064,0.061
628,1,3,4,free/reduced,0,single,1,1,Moderate,5 - 10,0.078,0.079,0.088
629,1,3,5,standard,1,married,2,1,Few,< 5,0.075,0.079,0.077
630,0,2,5,standard,1,married,2,0,,< 5,0.052,0.061,0.058
631,1,4,2,standard,1,widowed,1,1,Moderate,< 5,0.082,0.077,0.07
632,1,4,4,standard,1,married,2,1,Few,5 - 10,0.1,0.088,0.09
634,1,1,2,standard,1,single,2,1,Moderate,5 - 10,0.083,0.08,0.078
636,1,2,1,standard,2,married,1,2,Moderate,> 10,0.064,0.061,0.059
637,1,0,5,standard,1,single,2,1,,< 5,0.04,0.031,0.027
638,1,5,1,standard,1,married,1,1,,> 10,0.07,0.07,0.076
639,0,0,6,standard,1,,0,2,Moderate,5 - 10,0.064,0.075,0.078
641,1,1,5,standard,1,married,2,1,Few,< 5,0.077,0.08,0.073
642,1,1,4,standard,0,married,1,1,Moderate,5 - 10,0.09,0.088,0.091
643,1,2,1,standard,0,divorced,1,1,Few,5 - 10,0.073,0.054,0.063
644,1,1,0,standard,1,married,1,1,Few,5 - 10,0.052,0.044,0.042
645,1,4,4,standard,1,married,1,1,Few,5 - 10,0.077,0.066,0.064
646,0,1,5,free/reduced,1,divorced,2,1,Few,5 - 10,0.051,0.057,0.06
647,1,3,4,standard,0,divorced,1,1,Few,5 - 10,0.078,0.071,0.074
648,0,4,5,free/reduced,0,single,1,1,Many,< 5,0.067,0.088,0.08
649,1,1,0,standard,1,single,2,0,Moderate,> 10,0.077,0.076,0.073
650,0,2,4,standard,1,married,1,1,Moderate,5 - 10,0.081,0.087,0.087
651,1,2,0,standard,0,single,0,1,,< 5,0.077,0.077,0.074
652,1,3,5,standard,1,married,1,2,,5 - 10,0.06,0.058,0.055
653,0,0,4,free/reduced,1,single,2,1,Few,< 5,0.056,0.068,0.06
654,0,0,5,free/reduced,1,divorced,1,0,,> 10,0.038,0.062,0.057
655,0,1,2,free/reduced,1,,2,2,Few,< 5,0.065,0.077,0.08
656,0,2,2,standard,0,,2,1,Few,5 - 10,0.082,0.087,0.089
657,1,2,4,standard,1,divorced,0,1,Few,> 10,0.086,0.086,0.076
658,0,1,5,free/reduced,0,married,2,1,Few,5 - 10,0.069,0.084,0.087
659,1,2,5,free/reduced,0,married,2,1,Few,5 - 10,0.05,0.052,0.049
660,0,3,0,standard,0,married,1,1,Few,< 5,0.049,0.071,0.073
661,1,3,2,standard,1,married,1,0,Moderate,5 - 10,0.067,0.056,0.054
662,0,2,2,free/reduced,1,married,1,0,Few,> 10,0.033,0.053,0.048
663,0,1,0,standard,1,single,2,0,Few,5 - 10,0.064,0.072,0.073
664,0,1,3,standard,1,married,2,1,Few,5 - 10,0.089,0.087,0.092
665,1,5,5,free/reduced,1,divorced,1,0,Few,> 10,0.081,0.074,0.067
666,1,0,4,standard,1,married,1,0,Moderate,5 - 10,0.076,0.077,0.072
667,1,4,4,free/reduced,1,divorced,2,1,Few,5 - 10,0.076,0.065,0.061
668,0,1,0,standard,0,divorced,0,1,,< 5,0.06,0.081,0.082
669,0,3,4,free/reduced,1,single,2,1,Moderate,< 5,0.047,0.052,0.054
670,0,2,1,free/reduced,0,single,1,1,Few,> 10,0.049,0.059,0.07
671,1,2,4,free/reduced,1,widowed,1,1,Few,,0.046,0.05,0.042
672,1,5,4,standard,2,single,2,0,Few,5 - 10,0.058,0.048,0.045
673,1,1,0,standard,1,married,2,1,Few,5 - 10,0.051,0.048,0.042
674,0,3,5,standard,1,single,2,1,Few,> 10,0.087,0.092,0.09
675,0,1,4,standard,0,married,2,1,Moderate,< 5,0.069,0.079,0.081
676,1,3,6,standard,1,married,1,0,Moderate,< 5,0.038,0.041,0.035
677,1,1,5,free/reduced,1,married,2,1,Few,5 - 10,0.055,0.052,0.053
678,1,5,4,standard,1,single,2,0,Few,5 - 10,0.06,0.061,0.05
679,1,4,1,standard,0,married,2,1,,5 - 10,0.088,0.079,0.082
680,1,2,3,standard,1,single,1,1,Few,< 5,0.088,0.087,0.08
681,0,2,4,free/reduced,2,married,2,1,,5 - 10,0.071,0.076,0.076
682,1,3,1,standard,1,single,1,0,Few,< 5,0.057,0.041,0.043
684,1,2,4,standard,1,single,0,1,,< 5,0.073,0.066,0.055
685,1,3,6,standard,1,married,2,1,Few,> 10,0.094,0.09,0.086
687,1,3,0,standard,0,married,1,1,Few,,0.1,0.096,0.1
688,0,0,2,standard,0,divorced,1,0,Moderate,5 - 10,0.058,0.068,0.069
689,0,2,0,standard,0,married,2,1,Moderate,< 5,0.074,0.087,0.077
690,1,1,5,free/reduced,1,divorced,2,0,Many,,0.048,0.04,0.037
691,1,3,3,free/reduced,1,single,2,1,,< 5,0.061,0.064,0.057
692,1,4,0,free/reduced,1,married,1,1,Few,5 - 10,0.064,0.069,0.065
693,1,1,5,standard,1,married,2,0,Moderate,5 - 10,0.045,0.037,0.035
694,0,0,5,free/reduced,1,single,1,1,,< 5,0.036,0.047,0.052
695,0,4,2,standard,0,divorced,1,1,Few,5 - 10,0.091,0.093,0.099
696,0,2,0,free/reduced,0,married,0,1,,< 5,0.057,0.073,0.079
